id,category,type,tp,fp,fn,precision,recall,f1,exact_match,n_ground_truth,n_pred,prompt,timestamp,latency_s,prompt_tokens,completion_tokens,total_tokens,source,error_notes
138,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan judul skripsi dari mahasiwa Muhammad Iqbal,2025-05-27T20:15:42.070117,3.019,4271,224,4495,txt_source,
139,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Di ruang mana sidang dengan Pak Didit,2025-05-27T20:15:53.388938,3.893,3964,614,4578,txt_source,
140,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang John dilaksanakan,2025-05-27T20:16:01.229394,2.032,3962,213,4175,txt_source,
141,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10119233,2025-05-27T20:16:09.938875,3.129,3971,216,4187,txt_source,
142,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10119902,2025-05-27T20:16:17.607072,2.044,3973,223,4196,txt_source,
143,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang NIM 10117056 berlangsung,2025-05-27T20:16:25.082362,1.888,3971,229,4200,txt_source,
144,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang NIM 10119901 selesai,2025-05-27T20:16:34.122875,2.854,3971,219,4190,txt_source,
145,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal sidang mahasiswa NIM 10119359,2025-05-27T20:16:41.361185,2.863,2205,214,2419,txt_source,
146,K-2,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa penguji sidang dari mahasiswa NIM 10118158,2025-05-27T20:16:46.236834,1.128,1950,77,2027,txt_source,
147,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10118314 sidang,2025-05-27T20:16:52.367199,1.727,2205,210,2415,txt_source,
148,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 30 Juli 2024, mulai 09.15",2025-05-27T20:16:59.465867,2.815,2216,210,2426,txt_source,
149,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 30 Juli 2024, selesai 10.30",2025-05-27T20:17:07.768213,2.876,2216,215,2431,txt_source,
150,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 31 Juli 2024, jam 8",2025-05-27T20:17:16.100228,2.817,2212,237,2449,txt_source,
151,K-3,schedule_rows,0,0,1,0.0,0.0,0.0,0,1,0,"Jadwal di R6010, 31 Juli 2024, selesai 10.30",2025-05-27T20:17:23.973159,1.914,2216,25,2241,txt_source,
152,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 01 Ags 2024, mulai 10.30",2025-05-27T20:17:31.134647,1.789,2217,213,2430,txt_source,
153,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 30 Juli 2024, mulai 10:30",2025-05-27T20:17:40.654070,2.061,2216,224,2440,txt_source,
154,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 13 Agustus 2024, selesai 09:15",2025-05-27T20:17:49.124176,2.287,5102,223,5325,txt_source,
155,K-3,schedule_rows,1,4,0,0.2,1.0,0.33333333333333337,0,1,5,"Jadwal di 6010, 13 Agustus 2024, selesai pukul 13",2025-05-27T20:18:02.220414,6.97,5100,1007,6107,txt_source,
156,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa yang diuji Chrismikha pada 14 Agustus 2024,2025-05-27T20:18:10.127968,2.977,5095,426,5521,txt_source,
157,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Semua mahasiswa di ruang R6034 tanggal 14 Agustus 2024,2025-05-27T20:18:22.999456,5.781,5095,816,5911,txt_source,
158,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 14 Agustus 2024,2025-05-27T20:18:37.781472,5.682,5095,798,5893,txt_source,
159,K-4,schedule_rows,3,0,1,1.0,0.75,0.8571428571428571,0,4,3,NIM mahasiswa sidang pukul 09.15 tanggal 15 Agustus 2024,2025-05-27T20:18:51.279731,4.174,5096,589,5685,txt_source,
160,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Mahasiswa yang diuji Anna tanggal 15 Agustus 2024.,2025-05-27T20:19:02.834207,3.607,5093,512,5605,txt_source,
161,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Semua mahasiswa sidang di R6028 hari Selasa,2025-05-27T20:19:14.747831,4.976,5087,605,5692,txt_source,
162,K-4,schedule_rows,0,0,1,0.0,0.0,0.0,0,1,0,Mahasiswa yang diuji Bu Sufaatin jam 08:00,2025-05-27T20:19:22.165500,1.376,5092,25,5117,txt_source,
163,K-4,lecturer_list,11,0,1,1.0,0.9166666666666666,0.9565217391304348,0,12,11,Semua dosen yang menguji di ruang R6010 tanggal 13 Agustus 2024,2025-05-27T20:19:29.137874,2.087,4841,217,5058,txt_source,
164,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang sidang di R6028 tanggal 13 Agustus 2024,2025-05-27T20:19:43.385074,5.143,5096,605,5701,txt_source,
165,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang sidang di Rabu tanggal 14 Agustus 2024,2025-05-27T20:20:12.267720,13.686,5092,2376,7468,txt_source,
166,K-4,lecturer_list,5,1,3,0.8333333333333334,0.625,0.7142857142857143,0,8,6,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-27T20:20:19.552299,1.96,4833,135,4968,txt_source,
167,K-4,schedule_rows,3,0,1,1.0,0.75,0.8571428571428571,0,4,3,Mahasiswa yang diuji oleh Bu Kania tanggal 15 Agustus 2024,2025-05-27T20:20:34.371839,6.026,5095,565,5660,txt_source,
168,K-4,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,NIM mahasiswa yang sidang di R6010 hari Selasa,2025-05-27T20:20:51.593509,7.285,5088,1007,6095,txt_source,
169,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,"Semua mahasiswa yang sidang di R6028, tanggal 14 Agustus 2024",2025-05-27T20:21:04.835731,5.474,5097,818,5915,txt_source,
170,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa sidang di R6010 tanggal 15 Agustus 2024,2025-05-27T20:21:11.089990,2.084,4783,33,4816,txt_source,
171,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah jadwal di R6028 tanggal 15 Agust 2024,2025-05-27T20:21:16.973701,2.079,4782,33,4815,txt_source,
172,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total seminar mulai 09.15 tanggal 19 Agustus 2024,2025-05-27T20:21:25.117907,2.358,10320,33,10353,txt_source,
173,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Banyak sidang di 6034 tanggal 19 Agustus 2024,2025-05-27T20:21:32.510441,2.661,10319,33,10352,txt_source,
174,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah sidang berakhir 10.30 tanggal 20 Agustus 2024,2025-05-27T20:21:38.535115,1.329,10320,33,10353,txt_source,
175,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa jumlah dosen yang sidang tanggal 23 Agustus 2024,2025-05-27T20:21:46.328340,2.887,10317,34,10351,txt_source,
176,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa banyak mahasiswa yang sidang hari Kamis,2025-05-27T20:21:54.281260,2.887,10309,34,10343,txt_source,
177,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Total sidang berakhir jam 11.45  tanggal 22 Agustus 2024,2025-05-27T20:22:01.773825,2.309,10322,33,10355,txt_source,
178,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah jadwal di R6028 tanggal 21 Agustus 2024,2025-05-27T20:22:09.717023,2.973,10319,33,10352,txt_source,
179,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak sidang Pak Hanhan hari Senin,2025-05-27T20:22:16.480965,1.359,10308,33,10341,txt_source,
180,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah mahasiswa yang seminar di R6010 tanggal 20 Agustus 2024,2025-05-27T20:22:24.038154,2.534,10321,33,10354,txt_source,
181,K-6,schedule_rows,1,3,0,0.25,1.0,0.4,0,1,4,"Siapa saja mahasiswa dengan sidang paling pagi pada tanggal 20 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil.",2025-05-27T20:22:39.657486,6.159,10648,814,11462,txt_source,
182,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Siapa mahasiswa dengan sidang paling akhir pada  21 Agustus 2024,2025-05-27T20:22:50.676376,3.677,10630,214,10844,txt_source,
183,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi terpanjang pada 21 Agustus 2024,2025-05-27T20:23:02.464732,4.86,10634,228,10862,txt_source,
184,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 23 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-27T20:23:10.828599,2.283,10634,219,10853,txt_source,
185,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Untuk sidang tanggal 24 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-27T20:23:22.553885,3.706,10638,231,10869,txt_source,
186,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Siapa saja mahasiswa dengan sidang paling akhir pada tanggal 24 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil",2025-05-27T20:23:32.253261,3.657,10647,219,10866,txt_source,
187,K-6,schedule_rows,1,1,0,0.5,1.0,0.6666666666666666,0,1,2,Siapa mahasiswa dengan sidang paling awal pada hari Senin? Jika lebih dari 1 orang ambil nim yang paling besar,2025-05-27T20:23:44.415263,3.45,10635,410,11045,txt_source,
188,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Mahasiswa mana yang memiliki judul skripsi paling singkat pada  tanggal 24 Agustus 2024,2025-05-27T20:23:53.460293,3.063,10635,226,10861,txt_source,
189,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 26 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-27T20:24:02.544934,2.205,9083,215,9298,txt_source,
190,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Untuk sidang tanggal 27 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-27T20:24:12.322163,2.767,9087,227,9314,txt_source,
191,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling terakhir pada hari Senin,2025-05-27T20:24:22.444774,3.49,9072,221,9293,txt_source,
192,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Siapa mahasiswa dengan NIM terkecil yang sidang di ruang  6010 pada 28 Agustus 2024,2025-05-27T20:24:32.932303,3.591,9089,225,9314,txt_source,
193,K-6,lecturer_list,2,9,0,0.18181818181818182,1.0,0.3076923076923077,0,2,11,Siapa saja dosen yang menguji terbanyak pada tanggal 29 Agustus 2024 jika lebih dari satu tampilkan sesuai urutan alphabet,2025-05-27T20:24:43.023549,3.832,8835,214,9049,txt_source,
194,K-6,lecturer_list,17,1,6,0.9444444444444444,0.7391304347826086,0.8292682926829269,0,23,18,"Tampilkan daftar nama dosen yang menguji pada sidang hari Senin, diurutkan secara alfabet",2025-05-27T20:24:53.874136,3.904,8823,327,9150,txt_source,
195,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Pada sidang tanggal 30 Agustus 2024, siapakah mahasiswa yang memiliki NIM terbesar",2025-05-27T20:25:04.299990,3.617,9082,217,9299,txt_source,
196,K-6,schedule_rows,4,3,0,0.5714285714285714,1.0,0.7272727272727273,0,4,7,Siapa mahasiswa yang sidang di ruang Lab 6 pada hari Senin,2025-05-27T21:40:13.549612,8.691,9075,1374,10449,txt_source,
197,K-6,schedule_rows,3,1,1,0.75,0.75,0.75,0,4,4,Sebutkan NIM mahasiswa yang sidang di Ruang 6028 pada tanggal 28 Agustus 2024,2025-05-27T20:25:50.349766,5.539,9088,798,9886,txt_source,
198,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan NIM mahasiswa terkecil yang sidang di Ruang 6010 pada tanggal 29 Agustus 2024,2025-05-27T20:25:57.621399,2.637,9091,223,9314,txt_source,
199,K-6,schedule_rows,1,3,0,0.25,1.0,0.4,0,1,4,"Sebutkan NIM mahasiswa yang sidang di hari Jumat, jika lebih dari satu tampilkan NIM yang terbesar",2025-05-27T20:26:13.202954,5.913,9082,788,9870,txt_source,
200,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Mahasiswa yang memiliki judul skripsi paling panjang pada tanggal 29 Agustus 2024,2025-05-27T20:26:23.387158,3.587,9082,221,9303,txt_source,
1,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tampilkan jadwal Pak Sopian,2025-05-27T19:55:55.803473,2.724,4835,334,5169,json_source,
2,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana seminar Wildan dilaksanakan,2025-05-27T19:56:03.194613,2.942,4836,204,5040,json_source,
3,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa seminar Faishal dimulai,2025-05-27T19:56:09.888200,2.019,4837,194,5031,json_source,
4,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Guntur Maulana Ibrahim,2025-05-27T19:56:19.804082,2.085,4837,202,5039,json_source,
5,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Ferdi Bayu Febryan,2025-05-27T19:56:27.500219,3.281,4840,192,5032,json_source,
6,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Tri Novarel Rahmadhani,2025-05-27T19:56:33.338730,1.831,4839,193,5032,json_source,
7,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Muhammad Iman Komarudiansyah berakhir,2025-05-27T19:56:41.940990,2.917,4840,200,5040,json_source,
8,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Tampilkan jadwal Bu Rani,2025-05-27T19:56:52.068739,3.7,4834,555,5389,json_source,
9,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Ekayan Arsyad dimulai,2025-05-27T19:57:01.244549,2.843,4839,213,5052,json_source,
10,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa seminar akan dilaksanakan Ivan Aprilman Hura,2025-05-27T19:57:08.533566,3.078,4839,205,5044,json_source,
11,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan seminar dari Muhammad Cahaya Adiransyah Tasman dimulai,2025-05-27T19:57:15.097401,2.095,4843,197,5040,json_source,
12,K-1,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa Dosen yang ada diseminar Weldira Tarigan,2025-05-27T19:57:21.962600,2.308,4580,60,4640,json_source,
13,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Elbaruna,2025-05-27T19:57:29.633504,3.14,4836,209,5045,json_source,
14,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan ruangan tempat seminarnya Riswan,2025-05-27T19:57:43.838335,2.033,4838,208,5046,json_source,
15,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapakan NIM dari Zulhaqi,2025-05-27T19:57:51.099290,2.884,4837,197,5034,json_source,
16,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Munculkan jadwal dari dosen Irfan,2025-05-27T19:57:58.885443,2.656,1146,204,1350,json_source,
17,K-1,schedule_rows,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,Di mana seminar Rizky dilaksanakan,2025-05-27T19:58:04.745363,1.661,1144,206,1350,json_source,
18,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pada pukul berapa seminar Rizal Sihombing dimulai,2025-05-27T19:58:11.543499,2.546,1147,202,1349,json_source,
19,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rizky Renaldi,2025-05-27T19:58:19.243274,2.565,1146,206,1352,json_source,
20,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Muhammad Rizky Pratama Solahudin,2025-05-27T19:58:25.933760,2.563,1151,204,1355,json_source,
21,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Rizky Renaldi Cahya Febrian,2025-05-27T19:58:32.969752,2.639,1150,206,1356,json_source,
22,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa seminar Rizal Sihombing berakhir,2025-05-27T19:58:40.877537,2.613,1146,202,1348,json_source,
23,K-1,schedule_rows,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,Jam berapa seminar Rizky dimulai,2025-05-27T19:58:47.824266,2.766,1144,206,1350,json_source,
24,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa seminar akan dilaksanakan oleh Rizky Pratama Solahudin,2025-05-27T19:58:54.674325,1.621,1151,204,1355,json_source,
25,K-1,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa Dosen yang ada diseminar Rizky Renaldi,2025-05-27T19:59:00.143483,2.008,889,67,956,json_source,
26,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan seminar dari Muhammad Rizky,2025-05-27T19:59:06.936520,2.601,1146,204,1350,json_source,
27,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tampilkan jadwal Bapak Taryana,2025-05-27T19:59:15.364136,3.431,2518,359,2877,json_source,
28,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Dimana ruang seminarnya Hafid,2025-05-27T19:59:22.108014,2.042,2519,213,2732,json_source,
29,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa atas nama Simatupang,2025-05-27T19:59:29.250513,1.754,2524,201,2725,json_source,
30,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Tanggal berapa Bu Gentisya seminar,2025-05-27T19:59:39.149723,2.964,2520,382,2902,json_source,
31,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Hari apa saja Pak Dedeng seminar,2025-05-27T19:59:48.442187,3.536,2519,345,2864,json_source,
32,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Siapa saja mahasiswa yang seminar dengan Pak Galih,2025-05-27T19:59:58.132806,3.607,2522,372,2894,json_source,
33,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Dimas,2025-05-27T20:00:05.359594,2.793,2519,200,2719,json_source,
34,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa saja dosen yang seminar bersama Pak Chrismikha,2025-05-27T20:00:11.172807,2.181,2262,81,2343,json_source,
35,K-1,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Sebutkan mahasiswa yang diuji oleh Pak Eko Budi,2025-05-27T20:00:24.575922,5.721,5214,739,5953,json_source,
36,K-1,schedule_rows,4,0,1,1.0,0.8,0.888888888888889,0,5,4,Sebutkan NIM mahasiswa yang diuji oleh Bu Anna Dara,2025-05-27T20:00:38.442613,5.678,5213,732,5945,json_source,
37,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tampilkan jadwal seminar dari mahasiswa Muhammad Irsyad,2025-05-27T20:00:44.743791,1.971,5211,194,5405,json_source,
38,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan judul skripsi dari mahasiwa Mochamad Yusuf,2025-05-27T20:00:54.273200,4.053,5214,215,5429,json_source,
39,K-1,schedule_rows,4,0,1,1.0,0.8,0.888888888888889,0,5,4,Di ruang mana seminar dengan Bu Anna Dara,2025-05-27T20:01:07.169638,5.812,5209,732,5941,json_source,
40,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa seminar Sacofi dilaksanakan,2025-05-27T20:01:15.492948,3.033,5208,210,5418,json_source,
41,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10118058,2025-05-27T20:01:22.431693,1.73,1560,214,1774,json_source,
42,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10118039,2025-05-27T20:01:30.808545,3.19,1562,214,1776,json_source,
43,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana seminar NIM 10119192 berlangsung,2025-05-27T20:01:38.847909,2.872,1560,206,1766,json_source,
44,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa seminar NIM 10117172 selesai,2025-05-27T20:01:46.816863,2.806,1560,214,1774,json_source,
45,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal seminar mahasiswa NIM 10118346,2025-05-27T20:01:54.777535,2.594,1560,203,1763,json_source,
46,K-2,lecturer_list,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,Siapa penguji seminar dari mahasiswa NIM 10119913,2025-05-27T20:01:59.992860,0.817,691,45,736,json_source,
47,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10120901 seminar,2025-05-27T20:02:07.941915,2.835,951,200,1151,json_source,
48,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 27 Mei 2024, mulai 09.15",2025-05-27T20:02:16.324061,2.877,4055,209,4264,json_source,
49,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 27 Mei 2024, selesai 10.30",2025-05-27T20:02:22.791951,2.092,4055,205,4260,json_source,
50,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 29 Mei 2024, jam 8",2025-05-27T20:02:31.138416,2.966,4051,217,4268,json_source,
51,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 29 Mei 2024, selesai 10.30",2025-05-27T20:02:38.844326,3.026,4055,206,4261,json_source,
52,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 02 Jan 2024, mulai 09.15",2025-05-27T20:02:47.403760,3.213,5227,209,5436,json_source,
53,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 02 Januari 2024, mulai 10:30",2025-05-27T20:02:55.758608,3.009,5227,199,5426,json_source,
54,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 3 Januari 2024, selesai 09:15",2025-05-27T20:03:03.176165,2.85,5226,210,5436,json_source,
55,K-3,schedule_rows,1,1,0,0.5,1.0,0.6666666666666666,0,1,2,"Jadwal di 6010, 03 Januari 2024, selesai pukul 13",2025-05-27T20:03:13.697697,3.523,5225,381,5606,json_source,
56,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa yang diuji Chrismikha pada 21 Juni 2024,2025-05-27T20:03:25.232512,4.254,8989,379,9368,json_source,
57,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Semua mahasiswa di ruang R6010 tanggal 21 Juni 2024,2025-05-27T20:03:38.594952,5.246,8989,743,9732,json_source,
58,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 2 Jan 2024,2025-05-27T20:03:52.887337,5.6,5219,721,5940,json_source,
59,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa seminar selesai pukul 09.15 tanggal 3 Jan 2024,2025-05-27T20:04:01.999534,3.923,5221,375,5596,json_source,
60,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Mahasiswa yang diuji Anna tanggal 4 Jan 2024.,2025-05-27T20:04:15.528616,5.215,5217,564,5781,json_source,
61,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Semua mahasiswa seminar di R6028 hari Sabtu,2025-05-27T20:04:26.480929,4.133,11868,373,12241,json_source,
62,K-4,schedule_rows,2,2,0,0.5,1.0,0.6666666666666666,0,2,4,Mahasiswa yang diuji Bu Sufaatin jam 09:15,2025-05-27T20:04:40.006305,5.141,11873,735,12608,json_source,
63,K-4,lecturer_list,4,1,1,0.8,0.8,0.8000000000000002,0,5,5,Semua dosen yang menguji di ruang R6010 tanggal 28 Juni 2024,2025-05-27T20:04:50.640232,1.862,11617,113,11730,json_source,
64,K-4,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,NIM mahasiswa yang seminar di R6028 tanggal 27 Juni 2024,2025-05-27T20:05:06.060536,6.331,11877,917,12794,json_source,
65,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang seminar pada tanggal 26 Jun 2024,2025-05-27T20:05:34.660562,13.198,11872,2162,14034,json_source,
66,K-4,lecturer_list,4,0,0,1.0,1.0,1.0,1,4,4,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-27T20:05:42.329364,2.773,4953,93,5046,json_source,
67,K-4,schedule_rows,0,3,2,0.0,0.0,0.0,0,2,3,Mahasiswa yang diuji oleh Bu Dian tanggal 5 Januari 2024,2025-05-27T20:05:50.445659,3.525,5218,547,5765,json_source,
68,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang seminar di R6010 hari Jumat,2025-05-27T20:06:01.247035,3.667,5213,563,5776,json_source,
69,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,"Semua mahasiswa yang seminar di R6028, tanggal 4 Januari 2024",2025-05-27T20:06:11.388415,3.82,5221,384,5605,json_source,
70,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa seminar di R6010 tanggal 2 Jan 2024,2025-05-27T20:06:21.107806,4.399,4902,33,4935,json_source,
71,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah jadwal di R6028 tanggal 3 Jan 2024,2025-05-27T20:06:28.128332,2.185,4901,33,4934,json_source,
72,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Total seminar mulai 09.15 tanggal 28 Juni 2024,2025-05-27T20:06:35.801512,3.027,11559,33,11592,json_source,
73,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak seminar di 6028 tanggal 26 Juni 2024,2025-05-27T20:06:44.070383,3.292,11558,33,11591,json_source,
74,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah seminar berakhir 10.30 tanggal 24 Juni 2024,2025-05-27T20:06:52.127650,3.156,11559,33,11592,json_source,
